,Data_Coleta,Estabelecimento,Produto,Marca,Preco,Quantidade,PPK
5669,2023-03-17,SUP-2,Açúcar,Guarani,3.29,1.0,3.29
5670,2023-03-17,SUP-6,Café,Pilão,18.98,0.5,37.96
5671,2023-03-17,SUP-19,Café,3 Corações,18.98,0.5,37.96
5672,2023-03-17,SUP-25,Manteiga,Aviação,14.49,0.2,72.45
5673,2023-03-17,SUP-20,Arroz,Broto Legal,24.9,5.0,4.98
5674,2023-03-17,SUP-0,Carne Coxão Mole,,43.9,1.0,43.9
5675,2023-03-17,SUP-0,Tomate,,7.99,1.0,7.99
5676,2023-03-17,SUP-2,Farinha,Globo,3.69,1.0,3.69
5677,2023-03-17,SUP-0,Açúcar,Guarani,4.19,1.0,4.19
5678,2023-03-17,SUP-15,Açúcar,Carrefour,3.69,1.0,3.69
5679,2023-03-17,SUP-25,Leite,Outro,5.39,1.0,5.39
5680,2023-03-17,SUP-28,Arroz,Camil,23.69,5.0,4.738
5681,2023-03-17,SUP-0,Café,Canecão,16.5,0.5,33.0
5682,2023-03-17,SUP-6,Feijão,Camil,9.0,1.0,9.0
5683,2023-03-17,SUP-2,Óleo,Soya,6.29,0.9,6.98888888888889
5684,2023-03-17,SUP-19,Farinha,Outra,5.09,1.0,5.09
5685,2023-03-17,SUP-6,Manteiga,Batavo,10.9,0.2,54.5
5686,2023-03-17,SUP-20,Feijão,Saboroso,8.79,1.0,8.79
5687,2023-03-17,SUP-25,Café,Caboclo,15.99,0.5,31.98
5688,2023-03-17,SUP-2,Óleo,Liza,7.15,0.9,7.94444444444444
5689,2023-03-17,SUP-0,Óleo,Soya,7.89,0.9,8.76666666666666
5690,2023-03-17,SUP-0,Pão,,15.95,1.0,15.95
5691,2023-03-17,SUP-2,Manteiga,Tourinho,10.5,0.2,52.5
5692,2023-03-17,SUP-19,Açúcar,Da Barra,3.79,1.0,3.79
5693,2023-03-17,SUP-28,Manteiga,Aviação,14.39,0.2,71.95
5694,2023-03-17,SUP-20,Manteiga,Teixeira,9.45,0.2,47.25
5695,2023-03-17,SUP-6,Óleo,Liza,7.09,0.9,7.87777777777778
5696,2023-03-17,SUP-15,Café,Pilão,18.99,0.5,37.98
5697,2023-03-17,SUP-0,Manteiga,Danone,9.9,0.2,49.5
5698,2023-03-17,SUP-20,Café,3 Corações,15.99,0.5,31.98
5699,2023-03-17,SUP-6,Óleo,Concórdia,6.95,0.9,7.72222222222222
5700,2023-03-17,SUP-20,Café,Pilão,24.9,0.5,49.8
5701,2023-03-20,SUP-21,Arroz,Saboroso,24.99,5.0,4.998
5702,2023-03-20,SUP-21,Farinha,Dona Benta,6.59,1.0,6.59
5703,2023-03-20,SUP-21,Arroz,Prato Fino,28.99,5.0,5.798
5704,2023-03-20,SUP-21,Feijão,Broto Legal,10.99,1.0,10.99
5705,2023-03-20,SUP-18,Feijão,Camil,10.98,1.0,10.98
5706,2023-03-20,SUP-18,Arroz,Camil,27.9,5.0,5.58
5707,2023-03-20,SUP-23,Feijão,Joli,9.59,1.0,9.59
5708,2023-03-20,SUP-23,Feijão,Camil,9.49,1.0,9.49
5709,2023-03-20,SUP-23,Açúcar,Guarani,3.35,1.0,3.35
5710,2023-03-20,SUP-21,Óleo,Vitaliv,7.99,0.9,8.87777777777778
5711,2023-03-20,SUP-23,Café,3 Corações,16.9,0.5,33.8
5712,2023-03-20,SUP-23,Café,Melita,16.9,0.5,33.8
5713,2023-03-20,SUP-23,Arroz,Prato Fino,27.69,5.0,5.538
5714,2023-03-20,SUP-18,Farinha,Renata,8.29,1.0,8.29
5715,2023-03-20,SUP-21,Açúcar,Caravelas,3.99,1.0,3.99
5716,2023-03-20,SUP-18,Café,Caboclo,16.95,0.5,33.9
5717,2023-03-20,SUP-23,Pão,,15.95,1.0,15.95
5718,2023-03-20,SUP-23,Farinha,Nita,5.76,1.0,5.76
5719,2023-03-20,SUP-21,Feijão,Grão De Campo,9.99,1.0,9.99
5720,2023-03-20,SUP-18,Manteiga,Danone,12.95,0.2,64.75
5721,2023-03-20,SUP-18,Manteiga,Tirolez,15.9,0.2,79.5
5722,2023-03-20,SUP-18,Arroz,Prato Fino,27.9,5.0,5.58
5723,2023-03-20,SUP-23,Manteiga,Batavo,12.98,0.2,64.9
5724,2023-03-20,SUP-18,Óleo,Vitaliv,7.95,0.9,8.83333333333334
5725,2023-03-20,SUP-18,Banana Nanica,,7.99,1.0,7.99
5726,2023-03-20,SUP-18,Óleo,Liza,7.99,0.9,8.87777777777778
5727,2023-03-20,SUP-21,Feijão,Oliron,9.59,1.0,9.59
5728,2023-03-20,SUP-21,Café,Melita,20.99,0.5,41.98
5729,2023-03-20,SUP-23,Açúcar,União,4.79,1.0,4.79
5730,2023-03-20,SUP-18,Café,3 Corações,23.99,0.5,47.98
5731,2023-03-20,SUP-18,Café,Melita,24.9,0.5,49.8
5732,2023-03-20,SUP-21,Manteiga,Aviação,15.99,0.2,79.95
5733,2023-03-20,SUP-23,Arroz,Serrazul,21.49,5.0,4.298
5734,2023-03-20,SUP-21,Leite,Italac,4.99,1.0,4.99
5735,2023-03-20,SUP-21,Batata,,4.99,1.0,4.99
5736,2023-03-20,SUP-21,Café,Pilão,21.99,0.5,43.98
5737,2023-03-20,SUP-23,Óleo,Soya,6.95,0.9,7.72222222222222
5738,2023-03-20,SUP-23,Feijão,Broto Legal,8.98,1.0,8.98
5739,2023-03-20,SUP-18,Arroz,Broto Legal,25.9,5.0,5.18
5740,2023-03-20,SUP-21,Banana Prata,,9.9,1.0,9.9
5741,2023-03-20,SUP-21,Pão,,15.99,1.0,15.99
5742,2023-03-20,SUP-21,Café,3 Corações,18.99,0.5,37.98
5743,2023-03-20,SUP-18,Feijão,Joli,11.89,1.0,11.89
5744,2023-03-20,SUP-23,Óleo,Liza,6.35,0.9,7.05555555555556
5745,2023-03-20,SUP-23,Farinha,Renata,7.38,1.0,7.38
5746,2023-03-20,SUP-21,Banana Nanica,,6.99,1.0,6.99
5747,2023-03-20,SUP-23,Carne Coxão Mole,,43.9,1.0,43.9
5748,2023-03-20,SUP-21,Carne Coxão Mole,,43.9,1.0,43.9
5749,2023-03-20,SUP-23,Arroz,Camil,22.8,5.0,4.56
5750,2023-03-20,SUP-18,Tomate,,10.99,1.0,10.99
5751,2023-03-20,SUP-21,Tomate,,8.99,1.0,8.99
5752,2023-03-20,SUP-23,Feijão,Serrazul,7.89,1.0,7.89
5753,2023-03-20,SUP-23,Arroz,Tio João,26.49,5.0,5.298
5754,2023-03-20,SUP-18,Feijão,Saboroso,9.9,1.0,9.9
5755,2023-03-20,SUP-23,Manteiga,Danone,11.9,0.2,59.5
5756,2023-03-20,SUP-21,Açúcar,União,4.29,1.0,4.29
5757,2023-03-20,SUP-18,Manteiga,Outro,13.99,0.2,69.95
5758,2023-03-20,SUP-21,Óleo,Concórdia,8.79,0.9,9.76666666666666
5759,2023-03-20,SUP-18,Carne Coxão Mole,,44.9,1.0,44.9
5760,2023-03-20,SUP-21,Arroz,Camil,25.99,5.0,5.198
5761,2023-03-20,SUP-23,Banana Prata,,9.98,1.0,9.98
5762,2023-03-20,SUP-21,Farinha,Nita,6.09,1.0,6.09
5763,2023-03-20,SUP-23,Manteiga,Outro,22.29,0.2,111.45
5764,2023-03-20,SUP-23,Banana Nanica,,5.45,1.0,5.45
5765,2023-03-20,SUP-18,Café,Pilão,19.9,0.5,39.8
5766,2023-03-20,SUP-18,Óleo,Soya,7.89,0.9,8.76666666666666
5767,2023-03-20,SUP-23,Leite,Nilza,4.98,1.0,4.98
5768,2023-03-20,SUP-23,Farinha,Rosa Branca,4.96,1.0,4.96
5769,2023-03-20,SUP-21,Leite,Shefa,4.99,1.0,4.99
5770,2023-03-20,SUP-18,Arroz,Tio João,28.9,5.0,5.78
5771,2023-03-20,SUP-23,Tomate,,5.95,1.0,5.95
5772,2023-03-20,SUP-18,Batata,,6.99,1.0,6.99
5773,2023-03-20,SUP-23,Farinha,Dona Benta,5.89,1.0,5.89
5774,2023-03-20,SUP-23,Batata,,5.98,1.0,5.98
5775,2023-03-20,SUP-21,Farinha,Rosa Branca,5.89,1.0,5.89
5776,2023-03-20,SUP-18,Farinha,Rosa Branca,6.99,1.0,6.99
5777,2023-03-20,SUP-23,Leite,Piracanjuba,4.98,1.0,4.98
5778,2023-03-20,SUP-21,Farinha,Renata,7.59,1.0,7.59
5779,2023-03-20,SUP-21,Óleo,Liza,8.99,0.9,9.98888888888889
5780,2023-03-20,SUP-21,Açúcar,Mais Doce,3.89,1.0,3.89
5781,2023-03-20,SUP-18,Açúcar,Guarani,4.49,1.0,4.49
5782,2023-03-20,SUP-18,Açúcar,União,4.49,1.0,4.49
5783,2023-03-20,SUP-21,Manteiga,Qualy,14.99,0.2,74.95
5784,2023-03-20,SUP-21,Manteiga,Outro,14.99,0.2,74.95
5785,2023-03-20,SUP-18,Farinha,Dona Benta,7.49,1.0,7.49
5786,2023-03-20,SUP-23,Leite,Italac,4.49,1.0,4.49
5787,2023-03-20,SUP-21,Arroz,Broto Legal,27.99,5.0,5.598
5788,2023-03-20,SUP-23,Óleo,Vitaliv,7.49,0.9,8.32222222222222
5789,2023-03-20,SUP-18,Café,Canecão,17.9,0.5,35.8
5790,2023-03-20,SUP-23,Café,Pilão,17.9,0.5,35.8
5791,2023-03-20,SUP-18,Feijão,Oliron,9.99,1.0,9.99
5792,2023-03-20,SUP-18,Manteiga,Aviação,17.98,0.2,89.9
5793,2023-03-20,SUP-21,Café,Caboclo,18.59,0.5,37.18
5794,2023-03-20,SUP-21,Leite,Outro,7.49,1.0,7.49
5795,2023-03-20,SUP-21,Feijão,Saboroso,9.89,1.0,9.89
5796,2023-03-20,SUP-18,Farinha,Globo,6.49,1.0,6.49
5797,2023-03-20,SUP-18,Leite,Parmalat,4.99,1.0,4.99
5798,2023-03-20,SUP-23,Leite,Parmalat,4.88,1.0,4.88
5799,2023-03-20,SUP-18,Pão,,14.89,1.0,14.89
5800,2023-03-20,SUP-18,Leite,Piracanjuba,4.99,1.0,4.99
5801,2023-03-20,SUP-18,Leite,Shefa,4.99,1.0,4.99
5802,2023-03-20,SUP-23,Café,Caboclo,14.69,0.5,29.38
5803,2023-03-20,SUP-23,Manteiga,Aviação,14.69,0.2,73.45
5804,2023-03-20,SUP-18,Açúcar,Caravelas,4.49,1.0,4.49
5805,2023-03-21,SUP-9,Leite,Shefa,5.19,1.0,5.19
5806,2023-03-21,SUP-1,Feijão,Oliron,7.99,1.0,7.99
5807,2023-03-21,SUP-9,Manteiga,Danone,10.19,0.2,50.95
5808,2023-03-21,SUP-26,Farinha,Sol,6.19,1.0,6.19
5809,2023-03-21,SUP-1,Carne Coxão Mole,,53.88,1.0,53.88
5810,2023-03-21,SUP-26,Manteiga,Danone,10.49,0.2,52.45
5811,2023-03-21,SUP-26,Feijão,Broto Legal,10.69,1.0,10.69
5812,2023-03-21,SUP-9,Farinha,Rosa Branca,6.59,1.0,6.59
5813,2023-03-21,SUP-9,Batata,,2.95,1.0,2.95
5814,2023-03-21,SUP-9,Farinha,Sol,7.19,1.0,7.19
5815,2023-03-21,SUP-1,Banana Nanica,,3.95,1.0,3.95
5816,2023-03-21,SUP-1,Manteiga,Danone,10.99,0.2,54.95
5817,2023-03-21,SUP-9,Tomate,,7.99,1.0,7.99
5818,2023-03-21,SUP-9,Açúcar,União,3.89,1.0,3.89
5819,2023-03-21,SUP-1,Café,Pilão,22.49,0.5,44.98
5820,2023-03-21,SUP-26,Leite,Piracanjuba,5.19,1.0,5.19
5821,2023-03-21,SUP-26,Carne Coxão Mole,,50.9,1.0,50.9
5822,2023-03-21,SUP-9,Açúcar,Carrefour,3.59,1.0,3.59
5823,2023-03-21,SUP-9,Feijão,Broto Legal,9.99,1.0,9.99
5824,2023-03-21,SUP-9,Arroz,Camil,23.69,5.0,4.738
5825,2023-03-21,SUP-1,Arroz,Camil,23.99,5.0,4.798
5826,2023-03-21,SUP-1,Feijão,Broto Legal,10.98,1.0,10.98
5827,2023-03-21,SUP-1,Farinha,Nita,5.29,1.0,5.29
5828,2023-03-21,SUP-9,Açúcar,Guarani,3.89,1.0,3.89
5829,2023-03-21,SUP-1,Farinha,Adria,5.29,1.0,5.29
5830,2023-03-21,SUP-26,Banana Prata,,7.99,1.0,7.99
5831,2023-03-21,SUP-1,Açúcar,Caravelas,3.89,1.0,3.89
5832,2023-03-21,SUP-26,Feijão,Joli,9.99,1.0,9.99
5833,2023-03-21,SUP-26,Arroz,Saboroso,22.49,5.0,4.498
5834,2023-03-21,SUP-9,Açúcar,Da Barra,3.89,1.0,3.89
5835,2023-03-21,SUP-26,Café,Pilão,22.49,0.5,44.98
5836,2023-03-21,SUP-9,Farinha,Renata,7.59,1.0,7.59
5837,2023-03-21,SUP-26,Feijão,Saboroso,9.99,1.0,9.99
5838,2023-03-21,SUP-9,Banana Nanica,,3.49,1.0,3.49
5839,2023-03-21,SUP-9,Manteiga,Outro,13.79,0.2,68.95
5840,2023-03-21,SUP-9,Feijão,Saboroso,7.79,1.0,7.79
5841,2023-03-21,SUP-26,Arroz,Camil,25.5,5.0,5.1
5842,2023-03-21,SUP-9,Café,Canecão,15.49,0.5,30.98
5843,2023-03-21,SUP-9,Café,Caboclo,12.99,0.5,25.98
5844,2023-03-21,SUP-1,Manteiga,Aviação,13.99,0.2,69.95
5845,2023-03-21,SUP-26,Banana Nanica,,5.99,1.0,5.99
5846,2023-03-21,SUP-9,Arroz,Albaruska,25.49,5.0,5.098
5847,2023-03-21,SUP-1,Manteiga,Qualy,29.99,0.5,59.98
5848,2023-03-21,SUP-9,Café,Pilão,18.79,0.5,37.58
5849,2023-03-21,SUP-9,Arroz,Tio João,26.99,5.0,5.398
5850,2023-03-21,SUP-1,Arroz,Broto Legal,26.99,5.0,5.398
5851,2023-03-21,SUP-1,Feijão,Camil,9.98,1.0,9.98
5852,2023-03-21,SUP-26,Açúcar,Mais Doce,3.99,1.0,3.99
5853,2023-03-21,SUP-26,Batata,,3.99,1.0,3.99
5854,2023-03-21,SUP-1,Leite,Paulista,4.99,1.0,4.99
5855,2023-03-21,SUP-1,Café,Caboclo,18.29,0.5,36.58
5856,2023-03-21,SUP-26,Café,Caboclo,17.29,0.5,34.58
5857,2023-03-21,SUP-26,Café,3 Corações,19.59,0.5,39.18
5858,2023-03-21,SUP-1,Batata,,5.99,1.0,5.99
5859,2023-03-21,SUP-1,Leite,Shefa,4.99,1.0,4.99
5860,2023-03-21,SUP-9,Feijão,Knorr,8.69,1.0,8.69
5861,2023-03-21,SUP-9,Leite,Piracanjuba,4.99,1.0,4.99
5862,2023-03-21,SUP-9,Leite,Parmalat,4.99,1.0,4.99
5863,2023-03-21,SUP-9,Banana Prata,,8.99,1.0,8.99
5864,2023-03-21,SUP-9,Óleo,Soya,8.49,0.9,9.43333333333333
5865,2023-03-21,SUP-1,Farinha,Renata,7.79,1.0,7.79
5866,2023-03-21,SUP-26,Óleo,Liza,8.49,0.9,9.43333333333333
5867,2023-03-21,SUP-26,Leite,Italac,4.99,1.0,4.99
5868,2023-03-21,SUP-26,Café,Melita,20.49,0.5,40.98
5869,2023-03-21,SUP-1,Óleo,Liza,5.99,0.9,6.65555555555556
5870,2023-03-21,SUP-1,Tomate,,5.99,1.0,5.99
5871,2023-03-21,SUP-9,Farinha,Dona Benta,5.79,1.0,5.79
5872,2023-03-21,SUP-26,Manteiga,Teixeira,15.29,0.2,76.45
5873,2023-03-21,SUP-9,Arroz,Prato Fino,25.59,5.0,5.118
5874,2023-03-21,SUP-9,Café,Melita,17.99,0.5,35.98
5875,2023-03-21,SUP-26,Farinha,Renata,7.69,1.0,7.69
5876,2023-03-21,SUP-26,Manteiga,President,13.89,0.2,69.45
5877,2023-03-21,SUP-9,Leite,Paulista,5.39,1.0,5.39
5878,2023-03-21,SUP-26,Pão,,15.9,1.0,15.9
5879,2023-03-21,SUP-26,Tomate,,6.99,1.0,6.99
5880,2023-03-21,SUP-9,Pão,,15.99,1.0,15.99
5881,2023-03-21,SUP-26,Leite,Shefa,4.89,1.0,4.89
5882,2023-03-21,SUP-1,Pão,,16.95,1.0,16.95
5883,2023-03-21,SUP-1,Arroz,Albaruska,27.99,5.0,5.598
5884,2023-03-21,SUP-26,Arroz,Prato Fino,27.99,5.0,5.598
5885,2023-03-21,SUP-26,Arroz,Tio João,27.99,5.0,5.598
5886,2023-03-21,SUP-1,Café,Canecão,16.99,0.5,33.98
5887,2023-03-21,SUP-9,Óleo,Cocamar,8.39,0.9,9.32222222222222
5888,2023-03-21,SUP-9,Arroz,Broto Legal,25.19,5.0,5.038
5889,2023-03-21,SUP-26,Manteiga,Aviação,13.89,0.2,69.45
5890,2023-03-21,SUP-1,Óleo,Soya,6.99,0.9,7.76666666666667
5891,2023-03-21,SUP-1,Leite,Lider,4.89,1.0,4.89
5892,2023-03-21,SUP-1,Leite,Piracanjuba,4.99,1.0,4.99
5893,2023-03-21,SUP-1,Arroz,Prato Fino,26.49,5.0,5.298
5894,2023-03-21,SUP-9,Manteiga,Batavo,14.19,0.2,70.95
5895,2023-03-21,SUP-26,Feijão,Camil,9.55,1.0,9.55
5896,2023-03-21,SUP-1,Manteiga,Tirolez,14.98,0.2,74.9
5897,2023-03-21,SUP-9,Carne Coxão Mole,,39.89,1.0,39.89
5898,2023-03-21,SUP-9,Feijão,Camil,8.89,1.0,8.89
5899,2023-03-21,SUP-9,Manteiga,Aviação,13.89,0.2,69.45
5900,2023-03-21,SUP-26,Açúcar,União,4.29,1.0,4.29
5901,2023-03-21,SUP-1,Feijão,Joli,8.99,1.0,8.99
5902,2023-03-21,SUP-1,Farinha,Dona Benta,5.98,1.0,5.98
5903,2023-03-21,SUP-26,Farinha,Dona Benta,6.89,1.0,6.89
5904,2023-03-21,SUP-1,Açúcar,União,4.39,1.0,4.39
5905,2023-03-22,SUP-8,Feijão,Oliron,9.59,1.0,9.59
5906,2023-03-22,SUP-8,Banana Nanica,,6.99,1.0,6.99
5907,2023-03-22,SUP-8,Batata,,4.99,1.0,4.99
5908,2023-03-22,SUP-14,Farinha,Outra,5.29,1.0,5.29
5909,2023-03-22,SUP-11,Açúcar,Mais Doce,4.49,1.0,4.49
5910,2023-03-22,SUP-11,Açúcar,União,4.99,1.0,4.99
5911,2023-03-22,SUP-14,Feijão,Qualitá,8.69,1.0,8.69
5912,2023-03-22,SUP-14,Óleo,Liza,7.89,0.9,8.76666666666666
5913,2023-03-22,SUP-8,Leite,Italac,4.99,1.0,4.99
5914,2023-03-22,SUP-8,Arroz,Outro,21.99,5.0,4.398
5915,2023-03-22,SUP-8,Óleo,Liza,8.99,0.9,9.98888888888889
5916,2023-03-22,SUP-8,Açúcar,Caravelas,4.09,1.0,4.09
5917,2023-03-22,SUP-14,Batata,,7.99,1.0,7.99
5918,2023-03-22,SUP-8,Tomate,,8.99,1.0,8.99
5919,2023-03-22,SUP-11,Leite,Outro,4.99,1.0,4.99
5920,2023-03-22,SUP-11,Feijão,Grão De Campo,10.99,1.0,10.99
5921,2023-03-22,SUP-11,Café,Melita,22.99,0.5,45.98
5922,2023-03-22,SUP-14,Açúcar,União,4.49,1.0,4.49
5923,2023-03-22,SUP-14,Leite,Piracanjuba,5.39,1.0,5.39
5924,2023-03-22,SUP-14,Café,Melita,22.99,0.5,45.98
5925,2023-03-22,SUP-14,Arroz,Camil,22.99,5.0,4.598
5926,2023-03-22,SUP-8,Carne Coxão Mole,,43.9,1.0,43.9
5927,2023-03-22,SUP-8,Café,3 Corações,18.99,0.5,37.98
5928,2023-03-22,SUP-14,Café,Caboclo,14.39,0.5,28.78
5929,2023-03-22,SUP-14,Leite,Shefa,5.19,1.0,5.19
5930,2023-03-22,SUP-14,Manteiga,Aviação,14.39,0.2,71.95
5931,2023-03-22,SUP-8,Arroz,Broto Legal,27.99,5.0,5.598
5932,2023-03-22,SUP-8,Banana Prata,,9.9,1.0,9.9
5933,2023-03-22,SUP-11,Banana Nanica,,4.49,1.0,4.49
5934,2023-03-22,SUP-11,Açúcar,Caravelas,4.89,1.0,4.89
5935,2023-03-22,SUP-14,Açúcar,Qualitá,4.29,1.0,4.29
5936,2023-03-22,SUP-11,Leite,Lider,4.89,1.0,4.89
5937,2023-03-22,SUP-14,Manteiga,President,14.99,0.2,74.95
5938,2023-03-22,SUP-8,Café,São Joaquim,17.99,0.5,35.98
5939,2023-03-22,SUP-14,Banana Prata,,11.99,1.0,11.99
5940,2023-03-22,SUP-11,Manteiga,Outro,11.99,0.2,59.95
5941,2023-03-22,SUP-11,Manteiga,Aviação,16.99,0.2,84.95
5942,2023-03-22,SUP-14,Açúcar,Da Barra,3.69,1.0,3.69
5943,2023-03-22,SUP-11,Café,Caboclo,13.99,0.5,27.98
5944,2023-03-22,SUP-8,Feijão,Broto Legal,11.99,1.0,11.99
5945,2023-03-22,SUP-8,Óleo,Concórdia,8.79,0.9,9.76666666666666
5946,2023-03-22,SUP-14,Arroz,Broto Legal,25.99,5.0,5.198
5947,2023-03-22,SUP-14,Arroz,Prato Fino,26.99,5.0,5.398
5948,2023-03-22,SUP-14,Arroz,Tio João,26.99,5.0,5.398
5949,2023-03-22,SUP-14,Farinha,Dona Benta,6.29,1.0,6.29
5950,2023-03-22,SUP-14,Feijão,Broto Legal,10.49,1.0,10.49
5951,2023-03-22,SUP-8,Farinha,Rosa Branca,5.89,1.0,5.89
5952,2023-03-22,SUP-8,Arroz,Camil,25.99,5.0,5.198
5953,2023-03-22,SUP-11,Pão,,16.99,1.0,16.99
5954,2023-03-22,SUP-8,Leite,Shefa,4.99,1.0,4.99
5955,2023-03-22,SUP-8,Manteiga,Aviação,18.49,0.2,92.45
5956,2023-03-22,SUP-14,Café,Pilão,19.99,0.5,39.98
5957,2023-03-22,SUP-14,Feijão,Kicaldo,9.19,1.0,9.19
5958,2023-03-22,SUP-14,Café,3 Corações,12.29,0.5,24.58
5959,2023-03-22,SUP-8,Café,Melita,21.9,0.5,43.8
5960,2023-03-22,SUP-8,Manteiga,Tirolez,13.49,0.2,67.45
5961,2023-03-22,SUP-11,Batata,,2.99,1.0,2.99
5962,2023-03-22,SUP-8,Café,Canecão,16.49,0.5,32.98
5963,2023-03-22,SUP-11,Farinha,Renata,7.99,1.0,7.99
5964,2023-03-22,SUP-11,Farinha,Dona Benta,6.79,1.0,6.79
5965,2023-03-22,SUP-8,Manteiga,Serramar,13.29,0.2,66.45
5966,2023-03-22,SUP-14,Farinha,Renata,10.29,1.0,10.29
5967,2023-03-22,SUP-8,Açúcar,União,4.39,1.0,4.39
5968,2023-03-22,SUP-14,Manteiga,Batavo,12.99,0.2,64.95
5969,2023-03-22,SUP-11,Carne Coxão Mole,,46.9,1.0,46.9
5970,2023-03-22,SUP-11,Farinha,Outra,5.49,1.0,5.49
5971,2023-03-22,SUP-8,Feijão,Grão De Campo,9.99,1.0,9.99
5972,2023-03-22,SUP-8,Feijão,Saboroso,9.89,1.0,9.89
5973,2023-03-22,SUP-14,Carne Coxão Mole,,42.9,1.0,42.9
5974,2023-03-22,SUP-11,Café,Fort,16.9,0.5,33.8
5975,2023-03-22,SUP-8,Manteiga,Da Vaca,12.49,0.2,62.45
5976,2023-03-22,SUP-14,Leite,Italac,5.09,1.0,5.09
5977,2023-03-22,SUP-14,Óleo,Soya,8.39,0.9,9.32222222222222
5978,2023-03-22,SUP-8,Farinha,Dona Benta,6.59,1.0,6.59
5979,2023-03-22,SUP-11,Café,3 Corações,19.99,0.5,39.98
5980,2023-03-22,SUP-14,Tomate,,7.69,1.0,7.69
5981,2023-03-22,SUP-11,Óleo,Outro,9.99,0.9,11.1
5982,2023-03-22,SUP-14,Feijão,Camil,9.29,1.0,9.29
5983,2023-03-22,SUP-14,Pão,,14.9,1.0,14.9
5984,2023-03-22,SUP-8,Pão,,15.98,1.0,15.98
5985,2023-03-22,SUP-11,Arroz,Serrazul,23.99,5.0,4.798
5986,2023-03-22,SUP-8,Açúcar,Mais Doce,3.99,1.0,3.99
5987,2023-03-22,SUP-11,Arroz,Grão Do Campo,24.99,5.0,4.998
5988,2023-03-22,SUP-11,Manteiga,Outro,9.99,0.2,49.95
5989,2023-03-22,SUP-14,Leite,Parmalat,4.99,1.0,4.99
5990,2023-03-22,SUP-11,Óleo,Liza,10.19,0.9,11.3222222222222
5991,2023-03-22,SUP-8,Arroz,Saboroso,24.99,5.0,4.998
5992,2023-03-22,SUP-11,Arroz,Broto Legal,29.99,5.0,5.998
5993,2023-03-22,SUP-8,Óleo,Vitaliv,7.99,0.9,8.87777777777778
5994,2023-03-22,SUP-11,Feijão,Serrazul,9.99,1.0,9.99
5995,2023-03-22,SUP-11,Tomate,,5.99,1.0,5.99
5996,2023-03-22,SUP-11,Banana Prata,,9.99,1.0,9.99
5997,2023-03-22,SUP-14,Banana Nanica,,9.89,1.0,9.89
5998,2023-03-24,SUP-22,Arroz,Camil,26.99,5.0,5.398
5999,2023-03-24,SUP-22,Manteiga,Outro,16.85,0.4,42.125
6000,2023-03-24,SUP-22,Café,Melita,23.85,0.5,47.7
6001,2023-03-24,SUP-22,Açúcar,União,3.99,1.0,3.99
6002,2023-03-24,SUP-22,Pão,,13.99,1.0,13.99
6003,2023-03-24,SUP-16,Batata,,2.99,1.0,2.99
6004,2023-03-24,SUP-22,Manteiga,Aviação,14.99,0.2,74.95
6005,2023-03-24,SUP-16,Leite,Italac,6.29,1.0,6.29
6006,2023-03-24,SUP-16,Açúcar,Guarani,5.59,1.0,5.59
6007,2023-03-24,SUP-16,Manteiga,Outro,14.99,0.2,74.95
6008,2023-03-24,SUP-22,Leite,Piracanjuba,5.45,1.0,5.45
6009,2023-03-24,SUP-16,Farinha,Dona Benta,7.59,1.0,7.59
6010,2023-03-24,SUP-16,Farinha,Renata,8.79,1.0,8.79
6011,2023-03-24,SUP-22,Arroz,Broto Legal,25.99,5.0,5.198
6012,2023-03-24,SUP-16,Farinha,Outra,5.99,1.0,5.99
6013,2023-03-24,SUP-22,Arroz,Prato Fino,31.99,5.0,6.398
6014,2023-03-24,SUP-16,Manteiga,Tirolez,14.99,0.2,74.95
6015,2023-03-24,SUP-16,Arroz,Broto Legal,28.89,5.0,5.778
6016,2023-03-24,SUP-22,Óleo,Outro,6.99,0.9,7.76666666666667
6017,2023-03-24,SUP-22,Farinha,Renata,8.85,1.0,8.85
6018,2023-03-24,SUP-16,Arroz,Saboroso,23.99,5.0,4.798
6019,2023-03-24,SUP-22,Feijão,Grão De Campo,9.99,1.0,9.99
6020,2023-03-24,SUP-16,Café,União,22.99,0.5,45.98
6021,2023-03-24,SUP-22,Arroz,Pileco Nobre,28.99,5.0,5.798
6022,2023-03-24,SUP-22,Farinha,Dona Benta,7.99,1.0,7.99
6023,2023-03-24,SUP-22,Tomate,,7.99,1.0,7.99
6024,2023-03-24,SUP-16,Pão,,15.69,1.0,15.69
6025,2023-03-24,SUP-16,Açúcar,União,5.39,1.0,5.39
6026,2023-03-24,SUP-16,Arroz,Saboroso,24.99,5.0,4.998
6027,2023-03-24,SUP-22,Manteiga,Da Vaca,9.99,0.2,49.95
6028,2023-03-24,SUP-22,Carne Coxão Mole,,48.99,1.0,48.99
6029,2023-03-24,SUP-22,Leite,Outro,4.99,1.0,4.99
6030,2023-03-24,SUP-16,Café,3 Corações,22.9,0.5,45.8
6031,2023-03-24,SUP-22,Óleo,Liza,7.99,0.9,8.87777777777778
6032,2023-03-24,SUP-22,Arroz,Grão Do Campo,23.99,5.0,4.798
6033,2023-03-24,SUP-16,Banana Prata,,6.99,1.0,6.99
6034,2023-03-24,SUP-22,Café,São Joaquim,16.99,0.5,33.98
6035,2023-03-24,SUP-16,Banana Nanica,,4.59,1.0,4.59
6036,2023-03-24,SUP-22,Batata,,4.99,1.0,4.99
